date,cn_interest_rate,uk_interest_rate,cn_exports,cn_imports,cn_trade_balance,uk_exports,uk_imports,cn_cpi,uk_cpi,cn_inflation,uk_inflation,cn_gdp,uk_gdp,dxy,gold_volatility,oil_volatility,cn_share_price,uk_share_price
2018/9/9,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.5816,11.3,26.07,73.77574,111.9961
2018/9/10,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.6802,11.33,26.13,73.77574,111.9961
2018/9/11,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.7051,11.26,27.14,73.77574,111.9961
2018/9/12,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.2192,11.18,26.94,73.77574,111.9961
2018/9/13,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.9268,11.15,26.7,73.77574,111.9961
2018/9/14,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.0657,10.84,26.4,73.77574,111.9961
2018/9/15,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.0657,10.84,26.4,73.77574,111.9961
2018/9/16,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.0657,10.84,26.4,73.77574,111.9961
2018/9/17,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.9158,10.85,26.49,73.77574,111.9961
2018/9/18,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.7739,10.78,26.8,73.77574,111.9961
2018/9/19,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.6532,10.81,26.35,73.77574,111.9961
2018/9/20,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.4989,10.72,26.07,73.77574,111.9961
2018/9/21,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.5099,10.76,26.15,73.77574,111.9961
2018/9/22,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.5099,10.76,26.15,73.77574,111.9961
2018/9/23,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.5099,10.76,26.15,73.77574,111.9961
2018/9/24,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.5301,10.97,26.97,73.77574,111.9961
2018/9/25,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.7202,10.83,26.83,73.77574,111.9961
2018/9/26,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.6739,10.76,26.53,73.77574,111.9961
2018/9/27,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.9784,10.86,26.45,73.77574,111.9961
2018/9/28,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.8077,10.74,26.73,73.77574,111.9961
2018/9/29,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.8077,10.74,26.73,73.77574,111.9961
2018/9/30,2.9,0.25,2.1634E+11,1.86466E+11,29874230000,29196000000,40789420000,106.6,106.6,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.8077,10.74,26.73,73.77574,111.9961
2018/10/1,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.8235,11.03,27.95,71.68844,108.2222
2018/10/2,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.8954,11.24,27.68,71.68844,108.2222
2018/10/3,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.1569,11.21,28.04,71.68844,108.2222
2018/10/4,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.6867,11.59,28.9,71.68844,108.2222
2018/10/5,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.561,11.64,28.84,71.68844,108.2222
2018/10/6,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.561,11.64,28.84,71.68844,108.2222
2018/10/7,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.561,11.64,28.84,71.68844,108.2222
2018/10/8,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.561,12.48,28.86,71.68844,108.2222
2018/10/9,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.6583,12.03,27.9,71.68844,108.2222
2018/10/10,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.6072,12.51,28.81,71.68844,108.2222
2018/10/11,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.4074,13.57,29.29,71.68844,108.2222
2018/10/12,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.3691,12.76,27.73,71.68844,108.2222
2018/10/13,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.3691,12.76,27.73,71.68844,108.2222
2018/10/14,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.3691,12.76,27.73,71.68844,108.2222
2018/10/15,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.045,13.13,28.59,71.68844,108.2222
2018/10/16,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,113.8963,12.2,28.59,71.68844,108.2222
2018/10/17,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.1755,12.14,28.13,71.68844,108.2222
2018/10/18,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.8164,12.23,28.53,71.68844,108.2222
2018/10/19,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.8567,11.76,27.42,71.68844,108.2222
2018/10/20,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.8567,11.76,27.42,71.68844,108.2222
2018/10/21,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,114.8567,11.76,27.42,71.68844,108.2222
2018/10/22,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.1782,11.68,27.76,71.68844,108.2222
2018/10/23,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.1651,12.31,29.38,71.68844,108.2222
2018/10/24,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.3755,13.11,29.8,71.68844,108.2222
2018/10/25,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.4831,12.3,28.5,71.68844,108.2222
2018/10/26,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.473,12.92,29.09,71.68844,108.2222
2018/10/27,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.473,12.92,29.09,71.68844,108.2222
2018/10/28,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.473,12.92,29.09,71.68844,108.2222
2018/10/29,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.8936,12.98,29.46,71.68844,108.2222
2018/10/30,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.2357,12.3,29.9,71.68844,108.2222
2018/10/31,2.9,0.25,2.11869E+11,1.83989E+11,27880150000,28640600000,41140140000,106.8,106.7,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.5281,12.08,30.12,71.68844,108.2222
2018/11/1,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.8657,12.6,31.54,71.18369,106.7632
2018/11/2,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.643,12.5,32.21,71.18369,106.7632
2018/11/3,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.643,12.5,32.21,71.18369,106.7632
2018/11/4,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.643,12.5,32.21,71.18369,106.7632
2018/11/5,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.703,12.39,32.68,71.18369,106.7632
2018/11/6,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.5622,12.47,34.15,71.18369,106.7632
2018/11/7,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.2519,11.23,33.05,71.18369,106.7632
2018/11/8,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.6478,11.41,32.23,71.18369,106.7632
2018/11/9,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.4778,11.44,35.1,71.18369,106.7632
2018/11/10,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.4778,11.44,35.1,71.18369,106.7632
2018/11/11,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.4778,11.44,35.1,71.18369,106.7632
2018/11/12,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.4778,12.13,40.14,71.18369,106.7632
2018/11/13,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.6694,12.19,55.71,71.18369,106.7632
2018/11/14,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.498,12.88,47.07,71.18369,106.7632
2018/11/15,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.3861,12.12,43.87,71.18369,106.7632
2018/11/16,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.9258,12.05,40.56,71.18369,106.7632
2018/11/17,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.9258,12.05,40.56,71.18369,106.7632
2018/11/18,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.9258,12.05,40.56,71.18369,106.7632
2018/11/19,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.9859,12.57,43.45,71.18369,106.7632
2018/11/20,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.2367,12.63,56.56,71.18369,106.7632
2018/11/21,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.092,12.12,51.79,71.18369,106.7632
2018/11/22,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.092,12.12,51.79,71.18369,106.7632
2018/11/23,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.4713,12.1,65.17,71.18369,106.7632
2018/11/24,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.4713,12.1,65.17,71.18369,106.7632
2018/11/25,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.4713,12.1,65.17,71.18369,106.7632
2018/11/26,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.6208,11.83,57.87,71.18369,106.7632
2018/11/27,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.9001,12.01,54.64,71.18369,106.7632
2018/11/28,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.8343,11.43,53.99,71.18369,106.7632
2018/11/29,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.1961,11.39,53.96,71.18369,106.7632
2018/11/30,2.9,0.25,2.08243E+11,1.71561E+11,36682210000,28277980000,40973420000,106.4,106.9,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.413,11.26,56.04,71.18369,106.7632
2018/12/1,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.413,11.26,56.04,69.53077,102.8222
2018/12/2,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.413,11.26,56.04,69.53077,102.8222
2018/12/3,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.9057,10.93,49.61,69.53077,102.8222
2018/12/4,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.0028,11.63,49.84,69.53077,102.8222
2018/12/5,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.0028,11.63,49.84,69.53077,102.8222
2018/12/6,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.3991,11.61,50.13,69.53077,102.8222
2018/12/7,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.0847,12.22,41.83,69.53077,102.8222
2018/12/8,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.0847,12.22,41.83,69.53077,102.8222
2018/12/9,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.0847,12.22,41.83,69.53077,102.8222
2018/12/10,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.6746,12.04,45.06,69.53077,102.8222
2018/12/11,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.7564,11.46,41.46,69.53077,102.8222
2018/12/12,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.2214,11.29,39.9,69.53077,102.8222
2018/12/13,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.3974,10.69,39.25,69.53077,102.8222
2018/12/14,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.79,10.77,42.38,69.53077,102.8222
2018/12/15,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.79,10.77,42.38,69.53077,102.8222
2018/12/16,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.79,10.77,42.38,69.53077,102.8222
2018/12/17,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.4532,11.75,46.59,69.53077,102.8222
2018/12/18,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.4127,12.18,53.35,69.53077,102.8222
2018/12/19,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.0676,11.4,50.86,69.53077,102.8222
2018/12/20,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.0183,12.45,52.89,69.53077,102.8222
2018/12/21,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.2227,11.97,51.76,69.53077,102.8222
2018/12/22,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.2227,11.97,51.76,69.53077,102.8222
2018/12/23,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.2227,11.97,51.76,69.53077,102.8222
2018/12/24,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.2182,14.8,56.73,69.53077,102.8222
2018/12/25,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.2182,14.8,56.73,69.53077,102.8222
2018/12/26,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,116.1162,14.47,54.07,69.53077,102.8222
2018/12/27,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.9927,15.18,57.16,69.53077,102.8222
2018/12/28,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.7232,14.56,53.11,69.53077,102.8222
2018/12/29,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.7232,14.56,53.11,69.53077,102.8222
2018/12/30,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.7232,14.56,53.11,69.53077,102.8222
2018/12/31,2.9,0.25,1.96922E+11,1.57323E+11,39599290000,27520540000,40529110000,106.5,107.1,2.07479039965576,2.29283990345938,14147765772963.8,2897028009916.05,115.5674,13.48,51.87,69.53077,102.8222
2019/1/1,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,115.5674,13.48,51.87,69.14452,103.9577
2019/1/2,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,115.7689,13.18,54.72,69.14452,103.9577
2019/1/3,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,115.4622,13.77,53.57,69.14452,103.9577
2019/1/4,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.9821,12.04,51.52,69.14452,103.9577
2019/1/5,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.9821,12.04,51.52,69.14452,103.9577
2019/1/6,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.9821,12.04,51.52,69.14452,103.9577
2019/1/7,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.5628,11.66,50.42,69.14452,103.9577
2019/1/8,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.7281,11.16,46.08,69.14452,103.9577
2019/1/9,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.1406,11.69,44.36,69.14452,103.9577
2019/1/10,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.0496,10.95,42.99,69.14452,103.9577
2019/1/11,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.0404,11,40.99,69.14452,103.9577
2019/1/12,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.0404,11,40.99,69.14452,103.9577
2019/1/13,2.9,0.25,2.10978E+11,1.8017E+11,30807720000,28941820000,42148660000,107,106.4,2.89923416358226,1.73810460086513,14560167101283.4,2875710080015.3,114.0404,11,40.99,69.14452,103.9577
